Image,Tree_ID,Confidence,Center_X,Center_Y,Width,Height,Area,Canopy_Size
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,9,0.819,116.48,543.16,80.14,105.3,8439.32,92.72
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,10,0.818,602.48,603.98,75.04,72.04,5406.61,73.54
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,11,0.817,117.59,327.2,78.74,109.95,8657.46,94.34
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,12,0.817,608.56,74.94,62.89,104.93,6598.76,83.91
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,13,0.812,191.49,593.54,82.58,92.93,7673.86,87.75
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,14,0.811,261.94,446.79,84.6,105.97,8965.8,95.29
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,15,0.811,542.01,126.45,77.06,105.27,8111.68,91.16
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,16,0.807,474.0,69.19,74.08,106.69,7904.01,90.39
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,17,0.805,192.16,273.3,80.92,110.25,8920.81,95.58
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,18,0.805,336.34,172.85,75.43,109.36,8248.81,92.39
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,19,0.803,189.48,492.42,73.14,103.26,7551.86,88.2
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,20,0.802,48.75,270.63,79.65,107.01,8522.95,93.33
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,21,0.801,120.16,437.17,81.45,112.75,9184.36,97.1
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,22,0.8,126.14,32.11,78.17,64.05,5007.33,71.11
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,23,0.798,542.6,37.61,80.53,75.22,6057.45,77.87
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,24,0.797,399.68,552.38,70.15,107.69,7554.77,88.92
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,25,0.796,258.73,554.63,76.28,112.58,8587.14,94.43
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,26,0.796,467.99,392.17,73.29,106.54,7808.68,89.92
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,27,0.795,49.24,162.21,87.1,114.38,9962.37,100.74
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,28,0.795,333.14,595.74,81.63,88.52,7225.87,85.07
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,29,0.793,538.2,233.72,75.0,109.25,8193.92,92.13
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,30,0.793,193.67,167.19,80.03,111.72,8940.95,95.88
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,31,0.792,333.31,284.85,76.6,109.08,8355.08,92.84
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,32,0.79,47.03,486.91,78.12,108.96,8511.4,93.54
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,33,0.79,46.66,377.53,80.51,106.78,8597.5,93.65
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,34,0.789,468.28,284.53,75.54,109.56,8276.2,92.55
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,35,0.789,45.06,591.27,77.99,97.31,7588.72,87.65
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,36,0.788,337.07,392.31,79.55,109.58,8716.9,94.56
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,37,0.786,337.16,65.61,74.1,103.26,7651.69,88.68
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,38,0.783,264.07,337.88,79.25,116.29,9215.92,97.77
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,39,0.783,331.99,499.78,78.89,102.8,8110.33,90.85
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,40,0.781,267.02,117.9,74.58,113.07,8432.34,93.82
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,41,0.779,404.92,233.92,78.95,114.9,9071.14,96.92
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,42,0.778,403.67,124.18,77.17,106.18,8194.59,91.68
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,43,0.776,266.89,31.61,75.62,62.86,4753.04,69.24
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,44,0.774,465.64,504.28,75.11,114.93,8632.35,95.02
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,45,0.773,465.93,601.26,76.38,77.48,5918.08,76.93
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,46,0.772,198.44,55.52,75.07,103.24,7750.57,89.16
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,47,0.77,263.82,226.31,76.91,104.94,8071.15,90.93
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,48,0.769,403.81,442.49,70.44,107.28,7556.29,88.86
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,49,0.768,190.54,382.95,75.76,104.86,7944.05,90.31
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,50,0.746,120.85,216.16,76.46,111.19,8501.52,93.82
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,51,0.729,402.61,33.89,73.27,67.78,4966.26,70.53
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,52,0.718,115.18,616.77,76.56,46.46,3556.98,61.51
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,53,0.625,402.24,339.29,66.43,85.1,5652.95,75.76
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,54,0.618,401.29,622.18,70.51,35.64,2512.53,53.07
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,55,0.602,262.47,623.4,70.69,33.2,2347.04,51.95
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,56,0.466,534.23,627.24,76.27,25.52,1946.51,50.9
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,57,0.367,608.57,13.53,62.58,27.07,1693.87,44.82
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,58,0.345,7.82,539.65,15.65,107.33,1679.16,61.49
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,59,0.336,5.94,105.52,11.89,95.81,1138.9,53.85
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,60,0.301,10.08,216.17,20.16,109.89,2214.95,65.02
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,61,0.296,5.67,540.62,11.33,100.11,1134.61,55.72
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,62,0.279,5.48,428.18,10.96,96.88,1061.33,53.92
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,63,0.274,475.23,10.26,73.37,20.53,1506.23,46.95
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,64,0.273,8.51,106.27,17.03,101.61,1730.33,59.32
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,65,0.273,7.38,216.37,14.76,116.49,1719.98,65.63
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,66,0.258,7.87,428.19,15.74,106.49,1675.81,61.11
GUB_AFD_IV_JULI_2023_2_jpg.rf.866f6eaf75deb90ff405c92d402cde57.jpg,67,0.251,533.3,631.39,74.33,17.21,1279.35,45.77
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,1,0.859,42.46,62.8,84.68,119.21,10094.45,101.94
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,2,0.855,146.01,505.05,110.66,129.73,14354.92,120.19
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,3,0.852,242.16,60.62,111.21,120.51,13401.68,115.86
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,4,0.846,49.09,573.63,98.18,127.8,12548.32,112.99
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,5,0.846,47.0,186.93,93.94,124.28,11674.46,109.11
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,6,0.841,435.33,53.73,108.56,107.47,11666.46,108.01
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,7,0.839,149.11,375.72,100.99,119.31,12049.9,110.15
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,8,0.837,48.73,314.73,97.38,121.0,11783.08,109.19
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,9,0.834,144.73,250.4,104.43,123.31,12877.85,113.87
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,10,0.83,242.99,428.98,102.0,130.77,13339.17,116.39
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,11,0.824,140.34,122.68,104.52,123.21,12876.99,113.86
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,12,0.824,434.3,168.56,94.42,108.66,10259.47,101.54
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,13,0.823,443.72,560.7,102.13,147.36,15050.24,124.75
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,14,0.82,241.25,300.11,101.49,118.0,11975.58,109.74
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,15,0.819,341.33,493.5,107.94,125.08,13501.97,116.51
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,16,0.818,537.62,598.37,103.53,83.25,8619.19,93.39
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,17,0.816,48.85,440.78,97.71,123.27,12044.44,110.49
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,18,0.814,530.8,95.54,103.05,123.7,12747.11,113.37
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,19,0.802,342.92,598.93,117.77,82.13,9672.56,99.95
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,20,0.8,536.31,350.54,109.27,129.96,14201.76,119.62
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,21,0.798,605.69,42.95,68.61,85.9,5893.52,77.25
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,22,0.797,244.04,562.42,92.42,122.48,11318.7,107.45
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,23,0.791,534.43,217.97,104.79,120.29,12605.2,112.54
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,24,0.789,241.68,181.97,99.06,114.16,11309.36,106.61
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,25,0.788,437.15,423.07,101.32,115.66,11718.5,108.49
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,26,0.785,338.24,362.54,105.66,127.02,13421.01,116.34
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,27,0.78,150.78,607.17,110.58,65.67,7261.31,88.12
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,28,0.775,437.0,291.63,95.81,126.78,12146.89,111.3
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,29,0.774,340.93,114.26,99.36,118.84,11807.52,109.1
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,30,0.772,338.71,234.46,102.76,112.17,11526.78,107.47
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,31,0.77,538.45,486.61,103.78,127.5,13232.01,115.64
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,32,0.75,609.07,553.48,61.86,141.45,8750.88,101.66
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,33,0.749,606.49,156.33,67.01,126.34,8466.26,96.67
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,34,0.74,613.49,415.59,53.02,128.43,6809.68,90.73
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,35,0.697,609.18,286.61,61.63,125.21,7717.01,93.42
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,36,0.684,138.34,27.33,105.88,54.66,5787.56,80.27
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,37,0.676,340.0,24.23,93.69,48.47,4541.26,71.08
GUB_AFD_IV_JULI_2023_3_jpg.rf.cc6e37da6bcb4b183b39ca3e5e3e1d77.jpg,38,0.38,529.03,15.8,94.0,31.45,2956.21,62.72
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,1,0.795,155.1,57.56,51.48,56.87,2927.95,54.18
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,2,0.788,385.35,316.34,49.54,57.39,2843.08,53.46
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,3,0.788,425.38,510.52,49.59,63.86,3166.9,56.73
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,4,0.777,81.49,170.94,47.48,60.23,2859.27,53.85
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,5,0.774,467.4,426.29,49.79,55.34,2755.29,52.56
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,6,0.774,193.1,462.48,50.3,62.59,3148.24,56.44
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,7,0.761,345.18,347.25,46.47,63.1,2932.49,54.79
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,8,0.76,273.84,513.66,42.94,52.05,2234.81,47.49
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,9,0.757,465.98,319.65,45.13,54.78,2472.41,49.96
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,10,0.755,45.45,534.1,49.72,59.4,2953.54,54.56
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,11,0.754,585.85,449.87,52.46,58.2,3053.23,55.33
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,12,0.753,385.48,375.41,48.7,56.76,2764.58,52.73
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,13,0.752,547.16,482.51,44.7,58.61,2619.68,51.65
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,14,0.75,385.39,430.18,50.54,61.29,3097.65,55.92
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,15,0.748,509.08,511.46,49.3,62.41,3076.68,55.85
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,16,0.746,38.74,143.28,48.97,56.99,2790.71,52.98
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,17,0.744,541.85,35.16,49.41,59.93,2961.16,54.67
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,18,0.743,386.34,545.12,48.11,59.95,2884.39,54.03
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,19,0.742,77.65,396.66,56.61,66.57,3768.51,61.59
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,20,0.74,500.04,241.71,59.09,68.57,4051.92,63.83
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,21,0.738,274.25,617.79,39.65,44.38,1759.94,42.02
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,22,0.738,158.25,114.39,52.94,58.51,3097.67,55.73
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,23,0.736,350.38,513.98,43.6,58.25,2539.78,50.93
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,24,0.735,426.96,344.35,50.14,60.61,3039.19,55.38
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,25,0.735,200.77,618.96,40.24,42.07,1693.15,41.16
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,26,0.734,470.32,373.35,43.89,53.01,2326.36,48.45
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,27,0.729,121.61,197.08,44.93,52.82,2373.04,48.87
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,28,0.729,469.36,544.59,45.77,55.51,2540.78,50.64
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,29,0.728,427.6,400.75,45.94,58.61,2692.48,52.27
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,30,0.728,78.03,59.03,49.41,56.61,2797.3,53.01
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,31,0.728,157.85,505.54,47.25,57.8,2730.92,52.52
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,32,0.726,232.01,488.11,49.31,58.23,2871.45,53.77
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,33,0.725,117.72,251.85,45.31,58.21,2637.73,51.76
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,34,0.725,83.43,502.04,52.22,63.91,3337.27,58.06
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,35,0.724,120.57,363.6,44.42,57.19,2540.28,50.8
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,36,0.723,515.78,617.03,46.28,45.95,2126.32,46.11
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,37,0.723,508.0,399.55,45.19,58.12,2626.48,51.65
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,38,0.72,160.61,560.48,48.48,53.06,2572.67,50.77
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,39,0.719,417.95,123.98,52.62,68.14,3585.76,60.38
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,40,0.716,588.12,512.17,54.64,69.35,3789.3,62.0
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,41,0.716,429.36,568.93,41.54,49.02,2036.13,45.28
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,42,0.713,233.87,593.65,42.19,46.33,1954.65,44.26
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,43,0.712,237.94,626.72,42.2,26.55,1120.59,34.38
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,44,0.712,458.8,37.41,45.48,48.19,2191.94,46.84
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,45,0.709,509.59,568.14,51.16,55.3,2829.37,53.23
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,46,0.707,312.28,484.58,45.75,58.52,2677.25,52.13
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,47,0.706,273.44,457.29,47.34,59.35,2809.4,53.34
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,48,0.705,465.38,154.06,53.94,63.64,3432.8,58.79
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,49,0.705,45.28,622.85,46.37,34.29,1590.29,40.33
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,50,0.701,341.32,453.84,42.13,53.51,2254.17,47.82
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,51,0.697,463.61,93.72,54.41,63.18,3437.7,58.8
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,52,0.697,311.5,543.73,48.04,59.26,2847.03,53.65
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,53,0.697,124.83,534.03,43.13,56.86,2452.44,50.0
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,54,0.691,161.14,394.3,48.53,63.79,3095.56,56.16
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,55,0.691,162.71,610.23,49.89,54.91,2739.56,52.4
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,56,0.691,87.8,564.01,38.94,45.95,1789.39,42.45
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,57,0.688,504.44,344.01,41.16,54.24,2232.72,47.7
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,58,0.686,76.44,224.7,45.09,52.62,2372.52,48.85
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,59,0.683,618.57,140.09,42.86,58.4,2502.83,50.63
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,60,0.682,345.46,569.3,43.59,58.79,2562.71,51.19
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,61,0.68,156.53,168.86,47.14,56.19,2648.8,51.66
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,62,0.675,83.09,283.45,50.18,63.9,3206.28,57.04
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,63,0.674,343.07,237.57,52.82,66.2,3497.01,59.51
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,64,0.673,45.43,581.5,46.79,45.68,2137.55,46.24
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,65,0.673,228.63,268.72,42.41,50.41,2138.0,46.41
GUB_AFD_IV_JULI_2023_4_jpg.rf.2a39b1fad04b1fc88a380fe1c5824950.jpg,66,0.669,311.12,374.1,44.09,57.45,2532.85,50.77
